Compound,A1,A10,A11,A20,A28,A29,A30,A6,A7,A9,B1,B10,B2,B3,B4,B5,B6,B7,B8,B9
"PA(i-19:0/20:3(6,8,11)-OH(5))",0.001783526,0.00073127,0.002909081,0.000824137,0.001151354,0.003340949,0.00035858,0.001190636,0.001773963,0.001976703,0.000687514,0.001161106,0.001256562,0.003603602,0.000629584,0.000968682,0.001407565,0.001368174,0.001827723,0.000864562
PA(i-24:0/13:0),0.002416949,0.000724022,0.001074948,0.001007236,0.001395341,0.001043258,0.000554888,0.001201074,0.001590968,0.002621257,0.000570893,0.000663058,0.000776571,0.00044882,0.000542592,0.001335092,0.001510592,0.001204012,0.001931617,0.00031739
PC 10:0_26:3,0.150886043,0.0067884,0.840495868,0.002001039,0.948052368,0.131101915,0.083441153,0.166187081,0.35373246,0.145344333,0.008007378,0.00333992,0.178116129,0.009294874,0.009371057,0.082290653,0.019197873,0.034504363,0.040652188,0.003982987
PC 13:1_18:1,0.003582217,0.0339369,0.063583061,0.000805039,0.014738584,0.158410954,0.022718269,0.019258908,0.01381703,0.012550973,0.12295483,0.009656651,0.323030588,0.004147163,0.005508127,0.033523882,0.028910045,0.006345662,0.000785118,0.000244469
PC 14:1_20:1,0.401477721,0.022051707,2.78594102,0.347225216,1.258084335,0.861639394,0.254747757,2.284809213,1.030944151,0.251830842,0.004465844,0.020006218,0.179081644,0.027193016,0.073483172,0.212682808,0.069633528,0.285554645,0.101181274,0.019480294
PC 16:0e,0.243771531,0.019009485,0.027058062,0.019615255,0.034108288,0.020785763,0.037398628,0.005354522,0.099493138,0.302025816,0.331998979,0.153724512,0.055533288,0.865860227,0.189459063,0.035266576,0.090058546,0.119937216,0.103325975,0.797217328
PC 17:0_16:1,0.011429837,0.001217536,0.013851486,0.00296413,0.008301947,0.009218701,0.00556964,0.002719494,0.00927064,0.005146521,0.000879354,0.014301073,0.001291755,0.001082505,0.002975972,0.001833138,0.00084605,0.003188931,0.002356408,0.001699965
PC 18:0e,0.021713066,0.001487802,0.007329866,0.003309019,0.004018352,0.002164047,0.006836611,0.001729322,0.027597412,0.085922061,0.047033124,0.018058638,0.007917874,0.122074733,0.178671436,0.009106965,0.028931362,0.004933739,0.016505418,0.247085918
PC 18:2_20:4,0.013043352,0.002570897,0.004141314,0.000367649,0.048455713,0.004978553,0.003049746,0.424632366,0.001751061,0.233033486,0.004473488,0.003625191,0.004678293,0.004534246,0.002226418,0.004165199,0.002366221,0.028444316,0.018698189,0.004073823
PC 20:2e,0.005705413,0.00090683,0.001697115,0.001543462,0.002229335,0.002106089,0.000973166,0.000548324,0.006449228,0.011378734,0.032008122,0.005795975,0.001747249,0.016972115,0.007962019,0.000937911,0.001746138,0.008948407,0.006988329,0.034634985
PC 20:4e,0.018600513,0.001531263,0.002658309,0.002672802,0.002232245,0.004980563,0.002170689,0.001549713,0.02180407,0.045275243,0.037831262,0.031215717,0.00292689,0.059413191,0.004852509,0.004606015,0.002928433,0.053803217,0.023966966,0.032727787
PC 34:0,0.014356686,0.003689364,0.006119371,0.004140128,0.041586559,0.0143823,0.070152654,0.005767035,0.069182245,0.027757361,0.001323956,0.001774258,0.00467452,0.008267169,0.005661128,0.002228545,0.023605367,0.235792366,0.003615921,0.010714866
PC 41:6,0.006266234,0.001257294,0.000890904,0.000885534,0.003917597,0.001211719,0.001323557,0.003506535,0.001369673,0.002746658,0.00718386,0.010311697,0.001351597,0.003059264,0.00431587,0.001212795,0.004230262,0.003573525,0.004908591,0.002468601
PC(14:0/0:0),0.000102018,0.001658062,0.000510664,0.000101246,0.000100095,0.0,0.000258823,0.000361491,0.000150053,0.00045062,0.002715898,0.001983915,0.000261905,0.001847599,0.001590882,0.007079296,0.012227146,0.001815055,0.001346596,0.006543441
PC(14:0/15:0),0.00136171,0.002432721,0.001672674,0.002791655,0.003653691,0.004161541,0.000490831,0.001533648,0.000668413,0.001095724,0.002977463,0.001675456,0.007243757,0.001201746,0.000921759,0.001648408,0.002433434,0.00126705,0.014298087,0.001759134
PC(14:0/P-18:1(11Z)),0.000661543,0.001389904,0.000774904,0.008914087,0.002277923,0.009831056,0.000635645,0.001092074,0.000391145,0.00051428,0.002218967,0.000534025,0.013960238,0.000632604,0.000783975,0.005324177,0.001838323,0.001051234,0.011538616,0.000779988
PC(15:0/P-18:1(9Z)),0.006437807,0.003383677,0.004397962,0.006798644,0.016598978,0.139255636,0.293123948,0.010027648,0.032423096,0.15930402,0.003321422,0.155054811,0.063490623,0.003270078,0.031799741,0.01916425,0.000863201,0.749061149,0.038092051,0.009106178
"PC(16:0/18:2(9Z,12Z))",0.0,0.010052962,0.163492486,0.088785787,0.029094757,0.082927537,0.004986924,0.006952355,0.011256605,0.009409786,0.006213534,0.0,0.069577965,0.001610835,0.003974349,0.03090397,0.007014992,0.004837749,0.020102211,0.006706343
PC(16:1(9Z)/LTE4),0.001653257,0.002337358,0.004817201,0.000693477,0.000296312,0.000512066,0.000411755,0.000736651,0.008550419,0.002308476,0.005573795,0.007083444,0.0,0.013379464,0.002248128,0.00231394,0.012941836,0.010348788,0.001774492,0.010350122
PC(18:0/PGF1alpha),0.011005198,0.001825383,0.019275937,0.004974387,0.024988882,0.008595281,0.002335937,0.011047375,0.011078504,0.013199575,0.019358422,0.037582206,0.002417862,0.001520398,0.008867041,0.003177219,0.000932183,0.010426668,0.019765896,0.007388342
"PC(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z))",0.003748815,0.001097355,0.000947703,0.001008714,0.000949376,0.001019101,0.00198206,0.000480085,0.000105437,0.002448337,0.017221911,0.010018895,0.001802945,0.003596792,0.002607627,0.001139869,0.020647975,0.001205087,0.001998453,0.016205182
"PC(20:3(5Z,8Z,11Z)/LTE4)",0.000693979,0.011193679,0.000414404,0.0,0.0,0.0,0.003643407,0.0,0.000655205,0.002431682,0.026592359,0.004355058,0.001291442,0.002255957,0.00408531,0.00071771,0.0008078,0.001256276,0.00039498,0.00242732
"PC(20:3(8Z,11Z,14Z)-2OH(5,6)/2:0)",0.000936684,0.003486605,0.030207463,0.002002235,0.003135351,0.001303517,0.001710621,0.00090577,0.005977905,0.001986774,0.039219488,0.029229059,0.001471424,0.025056566,0.035215807,0.015282512,0.028047024,0.002740159,0.004164246,0.00701106
"PC(20:4(5Z,8Z,11Z,14Z)-OH(16R)/DiMe(13,5))",0.006903699,0.001348904,0.067128239,0.000441888,0.00041592,0.000211787,0.03004044,0.000439383,0.002515457,0.004833447,0.026175175,0.004819888,0.000279329,0.007534336,0.036976069,0.042580027,0.026355742,0.000786111,0.003166698,0.030617889
"PC(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))",0.019241717,0.002543492,0.001060381,0.001513722,0.011079217,0.00694816,0.005615032,0.001604775,0.003798519,0.015577986,0.029999413,0.047465368,0.003105138,0.011791714,0.018083963,0.003050981,0.021667315,0.017954628,0.027418997,0.009051191
"PC(20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/2:0)",0.000102987,0.000149516,0.008572509,3.33502e-05,0.000177807,0.000111493,0.000149904,4.83304e-05,0.000383162,0.000308585,0.000309577,0.001691013,0.0,0.002681983,0.0017892,0.002429486,0.011514376,0.001561945,0.000719253,0.000653758
"PC(20:5(7Z,9Z,11E,13E,17Z)-3OH(5,6,15)/20:5(5Z,8Z,11Z,14Z,17Z))",0.0,0.000110737,0.000814205,0.0,0.0,4.63442e-05,6.02961e-05,0.0,0.0,0.000224199,0.008936016,0.003516148,6.24276e-05,0.006384049,0.003044236,0.001011221,0.034812539,0.001597622,0.000242542,0.000701806
"PC(22:5(4Z,7Z,10Z,13Z,16Z)/LTE4)",0.000775345,0.00164484,0.001059668,0.000249611,0.000697258,0.00024101,0.000736233,5.71561e-05,0.001397432,0.002620592,0.003880339,0.004315744,0.000429729,0.004886191,0.000861888,0.003202728,0.009435675,0.00174371,0.000521978,0.003454609
"PC(24:0/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))",0.00266172,0.000391157,0.003740384,0.000530421,0.001069102,0.000340777,0.00280505,0.000177512,0.001620189,0.005987902,0.010191709,0.001495512,0.000600522,0.036703971,0.021271212,0.010102222,0.004338763,0.000828278,0.002116527,0.089503828
"PC(2:0/20:3(8Z,11Z,14Z)-2OH(5,6))",0.000897009,0.005599565,0.030802938,0.001919762,0.003497611,0.001629698,0.002695828,0.000688893,0.005917217,0.003488695,0.03443635,0.032454425,0.001975438,0.0186297,0.046876423,0.015604115,0.02485112,0.001662238,0.004462029,0.006182088
PC(2:0/5-iso PGF2VI),0.002044656,0.004024552,0.001072061,5.58846e-05,9.79497e-05,0.000273758,0.001120931,0.00014021,0.001907881,0.001918727,0.002902541,0.00778237,0.000160415,0.00157753,0.004885122,0.017367773,0.003365167,0.006019051,0.005346041,0.001533665
"PC(DiMe(13,5)/20:4(5Z,8Z,11Z,13E)+=O(15))",0.005989055,0.005624653,0.003545838,0.003308196,0.007978825,0.004570556,0.001823494,0.007078108,0.005148294,0.000700517,0.002208724,0.005441447,0.001985172,0.00176925,0.001335575,0.00158401,0.002761859,0.005795063,0.005109431,0.001075694
"PC(DiMe(13,5)/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))",0.002500711,0.003104135,0.001130635,0.001846598,0.002814943,0.001853749,0.000952727,0.003406421,0.002171938,0.001777188,0.001360855,0.00233855,0.001698371,0.001060149,0.000782797,0.00104984,0.001535422,0.002581948,0.001992035,0.000467115
"PC(DiMe(13,5)/PGJ2)",0.001203486,0.007597731,0.000249772,0.002135615,0.001873608,0.002730973,0.000983541,0.002817148,0.015436337,0.003323226,0.026453661,0.001978679,0.000688889,0.007292908,0.003089914,0.000698623,0.0,0.005184328,0.000939873,0.005913229
"PC(LTE4/18:3(6Z,9Z,12Z))",0.000581124,0.005482527,0.003498979,0.000818505,0.00180326,0.000814513,0.001944602,0.001177981,0.004149545,0.005753644,0.034857737,0.020124079,0.00073415,0.013779331,0.001946143,0.01573122,0.086252344,0.006649753,0.004580309,0.006634152
"PC(LTE4/20:4(5Z,8Z,11Z,14Z))",0.000367832,0.002821292,0.002149248,0.000254942,0.000987107,0.000184114,0.000738272,0.000202461,0.002217861,0.002461496,0.007729919,0.006640344,0.000588471,0.004505372,0.002672197,0.004857908,0.026006808,0.001479346,0.00192797,0.004754781
PC(P-18:0/15:0),0.001945809,0.000294647,3.84613e-05,0.000860425,0.004772979,0.003220834,0.02885878,0.001044057,0.004744466,0.025115087,0.001487556,0.007304732,0.002526193,0.0,0.002773074,0.000537546,0.004225326,0.045347531,0.004502945,0.00056965
PC(PGF2alpha/2:0),0.001280261,0.00222312,0.000692472,0.001968858,0.002113394,0.001886298,0.001116119,0.000681199,0.006202554,0.004744974,0.003095894,0.002802368,0.000748696,0.002479904,0.001432996,0.001958837,0.008281946,0.004320085,0.001885274,0.001671464
"PC(PGJ2/DiMe(13,5))",0.002633873,0.001161507,0.001038299,0.001149463,0.002268885,0.001428194,0.000611256,0.002012524,0.002075016,0.001368664,0.000814393,0.001444956,0.000899703,0.000498236,0.000499824,0.000442417,0.001032197,0.001781784,0.001079866,0.000378495
PE 12:0_15:0,0.003994943,0.001655055,0.012876754,0.000513916,0.000639626,0.000211128,0.003298263,0.0002184,0.00233687,0.008704242,0.014787316,0.003105248,0.000552638,0.005808506,0.022198572,0.021224266,0.016755586,0.001686971,0.001278711,0.01285084
PE 13:0_13:0,0.003108295,0.001883426,0.008135685,0.004848206,0.001447414,0.007751636,0.005059748,0.000837286,0.003493416,0.004512009,0.006186666,0.008513969,0.005010706,0.00710766,0.009808846,0.021804908,0.009407138,0.001638038,0.003785559,0.011209161
PE 15:0_15:0,0.002106942,0.043265862,0.004911196,0.022157697,0.025197368,0.055803058,0.001805676,0.019824429,0.001521707,0.022018783,0.031781473,0.005219713,0.191002346,0.003144144,0.004079064,0.075291341,0.02152367,0.002984878,0.331464855,0.019016075
PE 15:0_18:1,0.012370431,0.01953868,0.00177108,0.103126826,0.003345203,0.0933214,0.001796692,0.00215115,0.000801942,0.009003094,0.024768425,0.009120175,0.268822227,0.002374676,0.002920382,0.02258839,0.010453978,0.015969948,0.324132606,0.007854611
PE 15:0_18:3,0.000560117,0.000256161,0.001580768,0.000514777,0.000501143,0.000322693,0.00058724,0.000155007,0.000243112,0.001140647,0.003064278,0.001030039,0.000610025,0.010899955,0.016591558,0.002445742,0.012702902,0.000293952,0.00072213,0.001475004
PE 16:0_18:2,0.047708709,0.256310972,0.045696646,1.550579762,0.172707099,1.27422935,0.046709241,0.043592575,0.021255976,0.020770261,0.269236155,0.057567403,1.74889818,0.025341588,0.034762649,0.484114704,0.149529976,0.02948359,1.810510802,0.094173513
PE 17:1_17:1,0.010708819,0.012757419,0.008382583,0.240399197,0.030785926,0.142676137,0.005539116,0.007989782,0.006589535,0.011461561,0.076986148,0.012727415,0.830040153,0.010109328,0.009447091,0.113908955,0.046119956,0.00768498,0.202648206,0.019948929
PE 18:0_18:2,0.034214482,0.182245183,0.04961184,0.850390444,0.114374425,0.652089765,0.020520527,0.051394741,0.017612805,0.008347842,0.119243918,0.031343786,0.476128937,0.014781839,0.039790717,0.333618735,0.078159268,0.012147856,0.350120547,0.042060826
PE 18:0_20:3,0.006134552,0.012645053,0.006642461,0.066176472,0.010344798,0.075371387,0.00135035,0.005874558,0.002445742,0.002686075,0.003869272,0.003346298,0.046609012,0.001034354,0.001647167,0.017157689,0.005362616,0.005386093,0.036137119,0.00175756
PE 18:2_18:2,0.001093923,0.0,0.001528259,7.14232e-05,6.18976e-05,0.0,0.002156242,0.0,0.000843978,0.003939109,0.000533418,0.000713504,0.002072433,0.003157519,0.00715837,0.002474401,0.001030841,0.000170991,0.000428561,0.00615008
PE 18:2_20:4,0.001310656,0.000246947,0.001310328,0.000423508,6.29037e-05,0.000418452,0.0013072,0.000299773,0.00108468,0.001880912,0.005942582,0.001149747,0.000645658,0.004290011,0.004261327,0.001227832,0.001752883,0.000373118,0.00073015,0.005669989
PE 20:4e,0.001503892,0.005280583,0.002772401,0.029706143,0.00258498,0.024267361,0.000746993,0.001636341,0.001354653,0.001156616,0.005601161,0.001272203,0.031901157,0.003983168,0.000495169,0.029199144,0.002472745,0.000834189,0.007710634,0.00050989
PE 28:1e,0.000101861,3.2094e-05,0.001405702,3.56371e-05,6.27482e-05,8.14693e-05,0.000790516,0.000101856,0.000120448,0.000566045,0.000856066,0.000926971,9.4393e-05,0.002156681,0.002380124,0.000981027,0.004791091,0.00011517,0.000175801,0.000834545
PE 28:2e,5.55063e-05,0.000146695,0.00472012,4.32362e-05,0.000198812,4.85396e-05,0.000342354,5.52567e-05,0.000363014,0.000634446,0.003641439,0.00278279,0.000105385,0.007414074,0.004157059,0.002168999,0.008743569,0.00040896,0.00045546,0.003195948
PE 29:1,0.000836646,0.000520541,0.006662644,7.38731e-05,6.52633e-05,0.000154221,0.002125878,0.000212107,0.000304258,0.00175777,0.007344865,0.003588397,0.000170798,0.015839334,0.020708453,0.007270041,0.017318566,0.000230779,0.000469083,0.004455538
PE 29:2,0.000780443,0.000342356,0.002858561,8.56485e-05,0.000186398,0.000120444,0.000872936,0.000105246,0.000179027,0.001128113,0.004618864,0.001185098,8.16025e-05,0.003865412,0.005020622,0.000921785,0.006889706,0.000168238,0.000445299,0.001918453
PE 29:2e,0.000282095,9.51472e-05,0.002483626,7.33019e-05,6.43067e-05,0.000123538,0.000827876,0.000104359,0.000181433,0.000468772,0.002101066,0.003547115,0.000241973,0.009340394,0.004477536,0.002262988,0.017416697,0.000514045,0.000314644,0.002383006
PE 30:1,0.005730539,0.002218558,0.012820187,0.001661094,0.000869575,0.000479108,0.029860555,0.000360394,0.006855036,0.004986831,0.02638439,0.005823426,0.000949759,0.019004741,0.25244132,0.047090703,0.051373552,0.002166139,0.003696699,0.009308128
PE 30:1e,0.000244704,0.009188115,0.001264338,0.005575117,0.001064113,0.017238401,0.000690004,0.001553677,0.000237522,0.000252408,0.003632302,0.001526307,0.007734394,0.000201121,0.000908687,0.013606664,0.00758719,0.000267135,0.044908709,0.005144752
PE 30:2e,5.45216e-05,3.1934e-05,0.002164641,7.07108e-05,0.000124933,7.92719e-05,0.001072929,5.02104e-05,5.95852e-05,0.000522341,0.002314888,0.004400171,5.41283e-05,0.002231794,0.005066547,0.002913493,0.024054737,0.000284259,0.000201961,0.001561591
PE 30:3e,0.000438992,0.000133086,0.003388421,0.000147658,0.000427691,0.000165716,0.000322464,0.000211462,0.000865748,0.00078551,0.003456509,0.002668787,0.000256187,0.002309749,0.001685142,0.001494796,0.004854079,0.000836653,0.000609169,0.002829188
PE 31:2,0.001174998,0.000596516,0.006344489,0.000399604,0.00022063,0.000470781,0.002685803,0.000314492,0.001207423,0.004095158,0.009503947,0.004326426,0.000759242,0.01288691,0.017233826,0.007353657,0.023275253,0.00073718,0.000877573,0.005856094
PE 32:1e,0.001160772,0.004476259,0.002013739,0.00890468,0.006958412,0.000617621,0.001800153,0.001510729,0.000712519,0.002032048,0.010740804,0.001594354,0.046948765,0.001763125,0.003679448,0.004621151,0.009157623,0.001203124,0.016953511,0.004244032
PE 32:3,0.000901749,0.000271933,0.002108438,0.000230706,0.000323075,0.000353701,0.001231604,5.24682e-05,0.000484795,0.001780222,0.003390117,0.001119478,0.000516167,0.005551441,0.008465787,0.007822989,0.00777339,0.000280258,0.000614202,0.002018645
PE 32:3e,0.000210055,9.08853e-05,0.001439067,0.0,0.0,3.98761e-05,0.000654429,0.0,0.000120522,0.000336238,0.002520818,0.000927698,0.000136579,0.002653307,0.002525289,0.001972239,0.001858667,5.72985e-05,0.000117597,0.002454413
PE 34:1,0.042940785,0.164223072,0.063381659,0.694927987,0.187061067,0.543173298,0.02681391,0.028510778,0.017084199,0.020021206,0.200972108,0.045814631,0.96836406,0.024613894,0.057048444,0.241707211,0.175337063,0.017274504,0.938053473,0.093670303
PE 34:2e,0.001332433,0.03082329,0.010852222,0.20902676,0.024149118,0.203703731,0.000406224,0.011630538,0.001523847,0.006137644,0.033733831,0.00612872,0.155420183,0.006564436,0.01255046,0.074816839,0.024302467,0.00136691,0.001005728,0.009398606
PE 34:4,0.001092858,0.000390069,0.001280788,0.000224162,0.000155246,7.66155e-05,0.000462542,0.000268385,0.000243497,0.000904038,0.00811323,0.001385842,0.000221975,0.001810037,0.00815589,0.002698897,0.00226928,0.000328627,0.000525718,0.001731666
PE 36:1,0.020883876,0.007272574,0.055758632,0.086755152,0.01804222,0.008914972,0.027679221,0.013025201,0.021938506,0.02449923,0.03720642,0.078956907,0.007933014,0.019127474,0.028543266,0.036182212,0.057009112,0.017568644,0.009205198,0.020500043
PE 36:5,0.001928364,0.000335737,0.002193893,0.000350144,0.000300332,0.000353787,0.00122456,0.000229841,0.001982981,0.005565747,0.003678581,0.001021496,0.005107036,0.004945991,0.004154184,0.002666386,0.001942891,0.001249367,0.000870504,0.009203154
PE 36:6e,0.001652456,0.000161362,0.002764885,0.000280425,0.000123016,0.0,0.001315454,0.0,0.000676729,0.000933619,0.001067816,0.001090641,0.000537006,0.038211446,0.026553426,0.003064636,0.001239322,0.000209414,0.0007173,0.001555326
PE 38:7e,0.00175552,0.000223072,0.000969561,0.00037275,0.000371468,0.000315921,0.000714792,5.01793e-05,0.001646076,0.001361279,0.006375722,0.003659203,0.000737043,0.009884349,0.00932855,0.002107203,0.002423679,0.001052966,0.001283144,0.007832899
PE 40:0_28:1,0.001061738,0.002131873,0.001056251,0.000810284,0.001222819,0.005997774,0.000490136,0.001113346,0.018110113,0.010559254,0.02116103,0.016482591,0.001279969,0.00991371,0.00021931,0.021749259,0.000783344,0.012926756,0.003640069,0.001039661
PE 40:5,0.008121662,0.006374074,0.010493616,0.106471353,0.00952499,0.021390333,0.00164498,0.005638047,0.009307531,0.003155884,0.005024046,0.007433065,0.01349844,0.002468756,0.001694607,0.016534349,0.003658294,0.001805685,0.008453498,0.001296456
PE 40:9e,0.001563647,0.000477321,0.000833545,0.001362625,0.000417239,0.000776778,0.000452549,5.88338e-05,0.000752374,0.001497406,0.002922778,0.001211924,0.002500874,0.005177895,0.004088824,0.00171466,0.001619117,0.000602568,0.001407568,0.003473079
PE 41:0_34:2,0.000606022,0.017567141,0.00692602,0.003322543,0.00157624,0.004793184,0.003559497,0.007644835,0.028738969,0.009442585,0.002722374,0.013388208,0.003272018,0.009781488,0.000401235,0.021043817,0.004058176,0.004203531,0.004484495,0.007555126
PE 43:0_24:5,0.005799073,0.01751144,8.57764e-05,0.002059824,0.002694038,0.005422655,0.001279707,0.002175415,0.033647919,0.000905381,0.001001391,0.004789603,0.003401023,0.001276221,0.00024854,0.000589801,0.000320879,0.004509877,0.004110176,0.000257258
