Species,A10,A11,A1,A20,A28,A29,A30,A6,A7,A9,B10,B1,B2,B3,B4,B5,B6,B7,B8,B9
Bacteria species incertae sedis,0.000215229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0,0.0009233993,0.0010117987,0.0007043098,0.0,0.0,0.0002209752,0.0,0.0,0.0004510757,0.0005271678,0.0,0.0,0.0,0.0001063721,0.0002703007,0.0,0.0,0.0023268529
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0002348055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002180434,0.0001291152,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001784232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroidia species incertae sedis,0.000201846,0.0,0.0,0.0,0.0,0.0,0.000205174,0.000249525,0.0,0.0,0.0,0.0003132503,0.0,0.0,0.0,0.0001179104,0.0003191023,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02233e-05,0.0,0.0,0.0
Clostridiales species incertae sedis,0.0002557997,0.0,0.0,0.0008156505,0.0004348094,0.0,0.0011206081,0.0028304745,0.0,0.0,0.0003189839,0.0003330137,0.0,0.0,0.0002932739,0.0003500655,0.0002788785,0.0,0.0015214444,0.0004181745
Prevotella species incertae sedis,0.0050331076,0.0002971246,0.0012666702,0.0,0.0035148052,0.0,0.0046194626,0.0004360928,0.0,0.0012285218,0.0,0.03363855,0.0005781999,0.0,0.0,0.0006109585,0.0033081037,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0002538812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29801e-05,0.0,0.0,0.0,0.0
Campylobacter gracilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002265066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0013370284,0.0,0.0,0.0011369509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76082e-05,0.0,0.0034189191,0.0
Peptostreptococcaceae species incertae sedis,0.000621619,0.0,0.0006589244,0.0,0.0009064931,0.0,0.0,0.0,0.0,0.0,0.0,0.0004447563,0.0008710633,0.0,0.0,0.0001679855,5.11763e-05,0.0018392673,0.0,0.0
Bacteria species incertae sedis,0.000184402,3.30498e-05,0.0,0.0,0.0,0.0,0.0,0.0008990062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001388807,0.0,0.0,0.0
Bacteroidetes species incertae sedis,0.0001559568,0.0,0.0017153521,0.0,0.0014472227,0.0,0.0,0.0011849131,0.0,0.0,0.0,0.0014343119,0.0,0.0,0.0,0.000834054,5.86595e-05,0.0,0.0,0.0
Actinomyces species incertae sedis,0.0001823037,0.0,0.0,0.0,0.0,0.0,0.0003892377,0.0,0.0,0.0,0.0008338733,0.0003024795,0.0,0.0,0.0002804881,0.0,0.0001259548,0.0018567011,0.0010349254,0.0002923536
Campylobacter species incertae sedis,3.74192e-05,0.0,0.0,0.0010695188,0.0,0.0,0.0011692086,0.0001119076,0.0,0.0,0.0002280004,0.0,0.0,0.0,0.0007953563,0.0,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0,0.0005101784,0.0,0.0,0.0,0.0,0.0002378017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neisseriaceae species incertae sedis,0.0002447197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neisseriaceae species incertae sedis,0.0,0.0,0.0,0.0006286165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002895615,0.0,0.0,0.0,0.0,0.0
Pseudopropionibacterium propionicum,0.0001227623,0.0,0.0016185886,0.0,0.0,0.0,0.0,0.000232014,0.0,0.0,0.0,0.0003712732,0.0,0.0,0.0,0.0021818052,4.07259e-05,0.0,0.0,0.0
Campylobacter species incertae sedis,9.49591e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004693724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001056229,0.0,0.0,0.0
Selenomonadaceae species incertae sedis,0.0,0.0003105435,0.0,0.0,0.0,0.0,0.0001583331,0.0,0.0,0.0008453893,0.0004254504,0.0,0.0004890102,0.0,0.0,5.54743e-05,0.0004866088,0.0014143102,0.0,0.0011625513
Bacteria species incertae sedis,6.58128e-05,0.0,0.0,0.0,0.0,0.0,0.0003395279,0.0,0.0,0.0,0.00041925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002249345
Lactobacillus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92686e-05,0.0001622969,0.0,0.0,0.0
Bacteria species incertae sedis,0.0001623919,0.0,0.0,0.0,0.0,0.0,0.0002538812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05088e-05,0.0,0.0,0.0
Campylobacter gracilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001730062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capnocytophaga species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79163e-05,0.0,0.0,0.0
Atopobium species incertae sedis,3.98722e-05,0.0021486376,0.0,0.0,0.0,0.0,0.0001473138,0.0001442319,0.0,0.0,0.0004086968,0.0002516457,0.0,0.0,0.0,0.0004774881,0.0018726129,0.0,0.0,0.0004664947
Selenomonadaceae species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0002109626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevotella species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002372246,0.0,0.0,0.0,0.0,0.0,3.84857e-05,0.0,0.0,0.0002256441
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0001697639,0.0005433358,0.0,0.0,0.000197371,0.0,0.0,0.0,0.0,0.0,2.85875e-05,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74794e-05,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0002017252,4.3752e-05,0.0,0.000800075,0.0,0.0,0.0003481061,0.0,0.0,0.001005707,0.002545539,0.0010620257,0.0,0.0007151744,0.0014081262,0.0,0.0001851897,0.0,0.0,0.000392299
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0002306857,0.0,0.0,0.0,0.0005222237,0.0,0.0,0.0,0.0,0.0,1.75591e-05,0.0,0.0,0.0
Campylobacter gracilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001151852,0.0,0.0,0.0002646473,0.0,0.0004718992,0.0,0.0002302889,0.0,2.89124e-05,0.0,0.0,0.0
Bacteria species incertae sedis,9.49031e-05,0.0001351045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022383042,0.0,0.000101076,0.0003668114,0.0011465562,0.0,0.0
Campylobacter species incertae sedis,0.0001267149,9.51331e-05,0.0,0.0,0.0,0.0,0.0001697639,0.0003278888,0.0,0.0,0.0002204481,0.0,0.0020805693,0.0,0.0003756903,9.03559e-05,0.0001550664,0.0014839543,0.0,0.0
Prevotella species incertae sedis,6.57225e-05,5.30286e-05,0.0,0.0,0.0,0.0,0.0002546701,0.0001471101,0.0009205803,0.0,0.0013550879,0.0004852966,0.0004947163,0.0008389184,0.0005400794,7.54872e-05,0.0008293133,0.0,0.0,0.000627449
Bacteria species incertae sedis,0.0020606856,0.0,0.0027931397,0.0061872255,0.0,0.0,0.0,0.0007073205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridiales species incertae sedis,0.0002644679,0.0004957565,0.0,0.0,0.0,0.0,0.0004388762,0.0,0.0,0.0041792292,0.0009439356,0.0004145613,0.0005308866,0.0008161221,0.000221046,0.0005317935,0.0012617593,0.0031759564,0.0,0.0
Bacteria species incertae sedis,9.61286e-05,0.0,0.0011603852,0.0,0.0,0.0,0.000301998,0.0,0.0,0.0,6.91178e-05,0.0,0.0,0.0,0.0002416412,0.0,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0001592987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010037297,0.0001649386,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0001096571,0.0,0.0,0.0012072598,0.0,0.0,0.0,0.0043714208,0.0,0.0,0.0,0.0,0.000748057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0012765463,0.0,0.0,0.0,0.0,0.0,0.0003658823,0.0,0.0,0.0,0.0,0.0007524541,0.0,0.0,0.0001149375,0.0002740111,0.0,0.0,0.0
Bacteria species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002223307,0.0,0.0,0.0,0.0,0.0
Bacillales species incertae sedis,0.0005601202,0.0002132906,0.0020994997,0.0,0.0006952237,0.0,0.0003878093,0.0022428251,0.0,0.0031203208,0.0,0.0,0.0,0.0,0.0,0.0005205633,0.0002688024,0.0,0.0027064822,0.0
Bacteria species incertae sedis,0.0,0.0001444571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000652163,0.0,0.0,0.0
Actinomyces species incertae sedis,0.0002049559,0.0,0.0008601727,0.0014823649,0.0010086869,0.0,0.0009053877,0.0001773582,0.0030584288,0.0,0.0,0.0003097196,0.0,0.0,0.0002843622,9.33403e-05,0.0,0.0,0.0009637809,0.0
Streptococcus species incertae sedis,0.0011265263,5.74923e-05,0.0007263903,0.0,0.000988711,0.0,0.0008385298,0.0011610301,0.0028428558,0.0,0.0,0.0018531094,0.000990158,0.0,0.0015402037,0.0006655946,0.0003749608,0.0,0.0009406165,0.0
Streptococcus species incertae sedis,0.0026093129,0.0001598952,0.0005656358,0.008790017,0.0020943383,0.0022157032,0.0013445044,0.002625472,0.0071654516,0.0,0.0,0.0017894445,0.0016680038,0.0,0.0015058242,0.0006314192,0.0003047829,0.0,0.0036537242,0.0
Streptococcus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96133e-05,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0,9.27768e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001119904,9.32777e-05,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0,0.0001229928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.20494e-05,0.0,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0005464612,0.0002341545,0.0,0.0,0.0,0.0,0.0,0.0011976632,0.0013386315,0.0,0.0,0.0002412432,0.0,0.0,0.0,0.0003136777,0.0002993104,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001371235,0.0,0.0,0.0,0.0
Rothia species incertae sedis,0.0,0.0001800954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47109e-05,0.0001140629,0.0,0.0,0.0
Actinomyces species incertae sedis,0.0005691392,0.0003646463,0.0,0.0,0.0,0.0,0.0016301926,0.0001553786,0.0,0.0,0.0005673637,0.0007749949,0.0,0.0005238151,0.0002097054,0.0004469123,0.0015067151,0.0,0.0,0.0017047215
Streptococcus species incertae sedis,0.0002402015,0.0009210295,0.0008327831,0.0013630556,0.0,0.0,0.000418333,0.0003813026,0.0056298848,0.0,0.0,0.0013795543,0.0004895346,0.0,0.0010834969,0.000506004,0.000133612,0.0061453166,0.0,0.0
Streptococcus species incertae sedis,0.0008211045,0.0001491723,0.0,0.0009457466,0.0008100909,0.0013506582,0.0004550226,0.0006866288,0.0022675405,0.0,0.0,0.0004519533,0.0006050966,0.0,0.000174965,0.0010504435,0.0001631151,0.0,0.0025782679,0.0
Streptococcus species incertae sedis,0.0004055877,0.0007585483,0.0,0.0,0.0006660041,0.0,0.0006671786,0.0004025016,0.0032238622,0.0,0.0,0.0,0.0,0.0,0.0009563019,0.0003412208,0.0002170156,0.0,0.0,0.0
Streptococcus species incertae sedis,0.0001784541,0.0001037149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003468677,0.0010579001,0.000604959,0.0,0.0,0.000353178,0.0003540712,0.0002186375,0.0,0.0008232911,0.0005736176
Candidatus Saccharibacteria species incertae sedis,0.0012854552,0.0086236882,0.0,0.0,0.0,0.0,0.0013434693,0.0001550342,0.0,0.0004348294,0.0005644623,0.0001945733,0.0014127359,0.0025915951,0.0,0.0011920648,0.0022350514,0.0034784469,0.0,0.0008307461
Candidatus Saccharibacteria species incertae sedis,0.0009681645,0.0053557588,0.0018139355,0.0,0.0,0.0,0.0005883194,0.0002248248,0.0,0.0008564103,0.0001728938,0.0003221478,0.0017855957,0.0029626268,0.0,0.0006151904,0.001831459,0.0011257584,0.0,0.0003595243
Candidatus Saccharibacteria species incertae sedis,0.0028980813,0.0035928362,0.0019809087,0.0006667711,0.0,0.0,0.0007587122,0.0003721108,0.0,0.0,0.0003280953,0.0004398556,0.0034438792,0.0009653792,0.0,0.0005055197,0.0054194269,0.0,0.0,0.0003471303
Candidatus Saccharibacteria species incertae sedis,0.0004658245,0.0031045746,0.0,0.0,0.0,0.0,0.0002271157,0.0,0.0,0.0,0.0002832648,0.0,0.0012610416,0.0031834722,0.0,0.0005447296,0.0010995335,0.0026596174,0.0,0.0017676537
Candidatus Saccharibacteria species incertae sedis,0.0019783512,0.0148176159,0.0015247574,0.0010992895,0.0,0.0016790179,0.0016630673,0.0003631454,0.0,0.0012799908,0.0008270995,0.000578214,0.0019899594,0.0026358459,0.0,0.002970494,0.0075590786,0.0026505533,0.0,0.0002971743
Candidatus Saccharibacteria species incertae sedis,0.0002218374,0.0015149916,0.0,0.0,0.0,0.0,0.0006695071,0.0007970411,0.0,0.0,0.0002160925,0.0,0.0,0.0007711064,0.0,0.0001035312,0.0004472573,0.0009372343,0.0,0.0002768475
Candidatus Saccharibacteria species incertae sedis,0.0013045449,0.0050113107,0.0003867951,0.0,0.0,0.0,0.000712498,0.0,0.0,0.004032821,0.0007922952,0.0004745201,0.0009333021,0.0032100407,0.0,0.0016736818,0.0017955317,0.0011257584,0.0,0.0005000156
Candidatus Saccharibacteria species incertae sedis,0.0008042246,0.0023904781,0.0004383678,0.0,0.0,0.0,0.0006618145,0.0,0.0,0.0,0.0,0.0,0.00054371,0.0,0.0,0.0005931468,0.0010040998,0.0,0.0,0.0003944624
Candidatus Saccharibacteria species incertae sedis,0.0004497923,0.0011430471,0.000884103,0.0,0.0,0.0,0.0007476257,0.0,0.0,0.0015831599,0.0004466549,0.0002932371,0.0,0.0005814443,0.0,0.0010122242,0.0010340674,0.0011948426,0.0,0.0006491724
Candidatus Saccharibacteria species incertae sedis,0.0016244915,0.0040708095,0.0,0.0,0.0,0.0,0.0008366749,0.0004164016,0.0,0.0,0.0002088895,0.0004207315,0.000773567,0.0023802094,0.0,0.0007329256,0.0020529134,0.0,0.0,0.0004549083
Candidatus Saccharibacteria species incertae sedis,0.0002649891,0.0029795725,0.0015970519,0.0,0.0,0.0,0.0007245584,0.0,0.0,0.0010261077,0.0001769879,0.0002924248,0.0012557653,0.0020365582,0.0,0.0007573395,0.0026774782,0.0022515168,0.0,0.0002972127
Veillonella species incertae sedis,0.0006419234,0.0006879716,0.0013996664,0.0082755867,0.0,0.0,0.0053851286,0.0,0.0024125086,0.009531619,0.0026142608,0.0,0.0,0.0054477129,0.0163892566,0.0031366531,0.0017884681,0.0209371263,0.0009115084,0.00067814
Veillonella species incertae sedis,0.0009352512,0.0020836031,0.0009661244,0.0014940042,0.0022986332,0.0,0.0010837666,0.0,0.0,0.0050297916,0.0063518892,0.0023684534,0.0009478682,0.0052329713,0.0043409462,0.0023352212,0.0018417479,0.0062801488,0.000450437,0.0006282598
Actinomyces species incertae sedis,0.0003295383,0.000165477,0.0005977742,0.0,0.0,0.0,0.0003851013,0.0003769697,0.0,0.0,0.0004052477,0.000291617,0.0,0.0,0.0002118089,0.0004571809,0.0003434592,0.0,0.0007694965,0.0
Streptococcus species incertae sedis,0.0008718676,0.0005177464,0.0009771665,0.0005651004,0.0006490595,0.0,0.0013178092,0.0009131461,0.0111482415,0.00211337,0.0015107184,0.0017505425,0.0006747152,0.0,0.0008198307,0.0016331388,0.0003041652,0.0019055797,0.0030284937,0.0004789901
Streptococcus species incertae sedis,0.0004818545,0.0001566135,0.000746529,0.0007035687,0.0020631975,0.0,0.0011100517,0.000861231,0.0027103962,0.0,0.000111573,0.0006178478,0.0011088469,0.0,0.0005744371,0.0004684989,4.69679e-05,0.0,0.0007386551,0.0
Streptococcus species incertae sedis,0.0002796236,6.70513e-05,0.0,0.0,0.0021531929,0.0,0.000863305,0.0003960223,0.0021729154,0.0,0.000111573,0.0007043201,0.0018259979,0.0,0.0008619142,0.0005241255,8.80176e-05,0.0,0.0,0.0
Actinomyces species incertae sedis,0.0023831447,0.0010609755,0.0013968243,0.0015004993,0.0011088352,0.0007790537,0.0025154742,0.002427615,0.0033665394,0.0020822727,0.0012551296,0.001968327,0.0010427042,0.0006117646,0.003409033,0.0080892074,0.0071493901,0.0027589009,0.0051915435,0.0006597298
Anaerococcus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001064908,0.0,0.0,0.0,0.0
Campylobacter species incertae sedis,6.33575e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.70009e-05,0.0,0.0,0.0
Aggregatibacter species incertae sedis,0.0,0.0,0.0008518593,0.0,0.0019868223,0.0,0.0004102132,0.0,0.0,0.0015805103,8.71381e-05,0.0008868808,0.000489339,0.0,0.0,5.77776e-05,8.65928e-05,0.0,0.0009871092,0.0
Leptotrichia species incertae sedis,0.0034249229,0.02891831,0.0012377442,0.0015176981,0.0,0.0,0.0006318568,0.0001583371,0.0,0.0010479009,0.0072168286,0.000435321,0.0044417616,0.0005743688,0.0012377845,0.01424479,0.0166287833,0.0056755728,0.0012824594,0.0069765009
Streptococcus species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004309467,0.0,0.0,0.0,0.0,0.0002293926,0.0001009851,0.0,0.0,0.0
Veillonella species incertae sedis,0.0002422001,0.0,0.0018817738,0.0,0.0,0.0,0.0,0.0004912879,0.0,0.0079346758,0.0,0.0003095758,0.0,0.0,0.0,0.0,4.00202e-05,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002484317,0.0,0.0006779998,0.0,0.0,7.09939e-05,0.0,0.0,0.0,0.0001064422
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0005075105,0.0,0.0,0.0,0.0001998393,0.0,0.0,0.0006996787,0.0,0.0,0.0,0.0002797259,0.0,0.0,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001508529,0.0,0.0,0.0002238101,0.000176236,0.0,0.0,0.0002938582,0.0,2.47195e-05,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,7.96969e-05,0.0002218952,0.0,0.0,0.0001538553,0.0,0.0,0.0,0.0,0.0,5.95096e-05,0.0,0.0,0.0001200154
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002236937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemella species incertae sedis,0.0002313547,4.56595e-05,0.0,0.0,0.0,0.0,0.0,0.000560125,0.0,0.0,0.0,0.0,0.0,0.0015080176,0.0,0.0009502847,0.0,0.0,0.0,0.0
Lachnospiraceae species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001950832,0.0,0.0,0.0003499385,0.0,0.0,0.0,0.0,0.0,0.0
Campylobacter species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0003212737,0.0,0.0,0.0,0.0,0.0,0.0007788786,0.0,0.0,0.0,0.0,0.0,0.0,0.0003198499
Aggregatibacter species incertae sedis,0.0,0.0,0.0022147784,0.0,0.0012359152,0.0,0.0005767055,0.0001648364,0.0,0.0,0.0003560215,0.0006784023,0.0006562563,0.0,0.0,9.22327e-05,5.72484e-05,0.0021525491,0.0024716619,0.0
Aggregatibacter species incertae sedis,0.0001454467,0.0,0.0008087165,0.0,0.0005576903,0.0,0.0010611792,0.000345435,0.0,0.0,0.0,0.0002888036,0.0,0.0,0.0,6.55328e-05,6.0998e-05,0.0,0.0008670629,0.0
Aggregatibacter species incertae sedis,7.27233e-05,0.0,0.0,0.0,0.0012370978,0.0,0.0002053995,0.0001382355,0.0,0.0,0.0,0.0,0.000489339,0.0,0.0,0.0,3.74986e-05,0.0,0.0,5.61747e-05
Aggregatibacter species incertae sedis,0.0,0.0,0.0019934079,0.0,0.0016147204,0.0,0.0004068817,0.0001938412,0.0,0.0,0.000103297,0.0002825786,0.0,0.0,0.0001927326,0.000366901,0.0,0.0,0.0,0.0001166237
Streptococcus species incertae sedis,0.0,5.86464e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011700895,0.0006622973,0.0,0.0,0.0,2.86019e-05,0.0001156774,0.0,0.0,0.0003757228
Corynebacterium species incertae sedis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.50899e-05,0.0,0.0,0.0,0.0
Prevotellaceae species incertae sedis,0.0005706643,0.0005674336,0.0061385498,0.0014963221,0.0021901065,0.0,0.0008583645,0.0007817717,0.0,0.0188181791,0.0004599079,0.0010809748,0.0,0.0,0.0,0.0,9.66437e-05,0.0,0.0011949827,0.0
Prevotella species incertae sedis,0.0001228007,0.0,0.0,0.0,0.0,0.0,0.0005287224,0.0008827623,0.0,0.0,0.0019637069,0.0012545567,0.0,0.0006424545,0.0,0.0001955907,0.0024305786,0.0,0.0006693478,0.0003266546
Bacteroidales species incertae sedis,0.0,0.0,0.0010718824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004247962,0.0,0.0,0.0005787151
Treponema species incertae sedis,0.0002354529,0.0,0.0022279396,0.0009979691,0.0011315121,0.001637854,0.0003226524,0.0006338939,0.0,0.000704491,0.0006445732,0.0005770032,0.0041590383,0.0029147822,0.0,0.0,0.0001658464,0.0040879715,0.0,0.0004771919
Capnocytophaga species incertae sedis,0.003024651,0.0,0.0,0.0,0.0,0.0,0.0010328045,0.0001862149,0.0,0.0,0.0006524575,0.0,0.0,0.0,0.0002352894,0.0003163671,0.0001569657,0.0,0.0,0.0001620752
Capnocytophaga species incertae sedis,0.0003944898,6.74616e-05,0.0,0.0,0.0,0.0,0.0003988419,0.0006743609,0.0,0.0,0.0,0.0,0.0,0.0,0.0004052502,0.0001001911,0.0001510282,0.0,0.0010453537,0.0
Capnocytophaga species incertae sedis,9.49329e-05,2.91934e-05,0.0007124713,0.0011105108,0.0,0.0,0.000214774,0.0001878508,0.0,0.0,0.0003395043,0.0,0.0,0.0,0.0,0.0001615391,3.95853e-05,0.0,0.0,0.0
Capnocytophaga species incertae sedis,0.0031838084,0.0,0.0004335505,0.0,0.0013938362,0.0,0.0,0.0011258684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005319673,3.49275e-05,0.0,0.0025272425,0.0
Capnocytophaga species incertae sedis,0.0003067648,0.0,0.0,0.0,0.0,0.0,0.0,0.0009002195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capnocytophaga species incertae sedis,0.0006402196,0.0001676103,0.0,0.0,0.0,0.0,0.0010538128,0.0001118831,0.0003264007,0.0,0.0062407759,0.0002231826,0.0,0.0,0.0095863124,0.0001722522,0.0004493215,0.0026425898,0.0,0.0003863164
Flavobacteriaceae species incertae sedis,0.0001967706,0.0,0.0,0.0008755951,0.0002902008,0.0,0.0002208528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003054574,7.47773e-05,7.51723e-05,0.0,0.0,0.0001827833
Treponema species incertae sedis,0.0,0.0,0.0,0.0008454021,0.0,0.0,0.0002337804,0.0,0.0,0.0,0.0001448944,0.0002800142,0.0,0.0,0.0,0.0,0.0001546299,0.0,0.0,0.0002007576
Porphyromonas species incertae sedis,0.0090478263,3.4059e-05,0.0014666516,0.0,0.0,0.0140268113,0.0083658783,0.0005915827,0.0,0.0027083248,0.0027638782,0.0017428242,0.0,0.0016040468,0.0,9.69673e-05,0.0004065636,0.0,0.0025684411,0.0014176646
Treponema species incertae sedis,0.0001564611,0.0,0.0007461579,0.0,0.0,0.0,0.000210332,0.0,0.0,0.0019929681,0.001116465,0.0009664061,0.001596425,0.0,0.0,0.0,0.0,0.0018999198,0.0027828365,0.0010145983
Treponema species incertae sedis,6.19104e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003857364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lachnospiraceae species incertae sedis,9.20339e-05,0.0,0.0,0.0,0.0,0.0,0.000384029,0.000295897,0.0,0.0009932169,0.0006249325,0.0003755394,0.0,0.0027177041,0.0002812545,0.0,0.0001015751,0.0018349599,0.0009192175,0.0
Treponema species incertae sedis,0.0001642524,0.0,0.0054051345,0.0,0.0,0.0,0.0095148982,0.0,0.0,0.009505817,0.001760639,0.001591092,0.0041458621,0.0,0.0,0.0,0.0013513533,0.0022843378,0.0,0.0089880895
Capnocytophaga species incertae sedis,0.0004106236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1813e-05,0.0,0.0,0.0
Bacteroides species incertae sedis,0.0003192298,0.0,0.0,0.001015021,0.0,0.0019573501,0.002066042,0.0,0.0,0.0,0.0006331636,0.0002920203,0.0006562563,0.0006916708,0.0,0.0001645051,9.1337e-05,0.0,0.001184531,0.0007188862
Kingella species incertae sedis,0.0,9.54272e-05,0.0,0.0,0.0,0.0,0.0,4.65591e-05,0.0,0.0,0.0001888611,0.0,0.0005222643,0.0,0.0003854535,0.0001405463,9.09906e-05,0.0,0.0,0.0
